Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Serbia,0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication."
Sierra Leone,1.98 ,0.88 , 3.35,,2.20 ,1.03 , 3.71,,2.35 ,1.17 , 3.70,,2.50 ,1.29 , 3.89,,2.56 ,1.30 , 3.83,,2.62 ,1.35 , 3.76,,2.58 ,1.36 , 3.57,,2.54 ,1.35 , 3.45,,2.53 ,1.34 , 3.42,,2.45 ,1.32 , 3.28,,2.35 ,1.23 , 3.12,,2.26 ,1.14 , 2.99,,2.18 ,1.12 , 2.83,,2.09 ,1.07 , 2.71,,2.01 ,1.03 , 2.61,,1.95 ,1.00 , 2.54,,1.86 ,0.95 , 2.39,,1.81 ,0.95 , 2.36,,1.84 ,0.96 , 2.39,,1.77 ,0.93 , 2.32,,1.66 ,0.88 , 2.18,,1.61 ,0.85 , 2.10,,1.55 ,0.80 , 2.04,,1.52 ,0.80 , 2.02,,1.51 ,0.78 , 2.01,,1.49 ,0.78 , 1.97,,1.43 ,0.77 , 1.92,,1.36 ,0.74 , 1.90,,1.26 ,0.67 , 1.76,,1.16 ,0.64 , 1.66,,1.07 ,0.59 , 1.60,
Singapore,0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.02 , 0.06,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Somalia,0.08 ,0.06 , 0.11,,0.10 ,0.07 , 0.13,,0.12 ,0.09 , 0.16,,0.14 ,0.11 , 0.18,,0.16 ,0.13 , 0.21,,0.19 ,0.15 , 0.24,,0.21 ,0.17 , 0.26,,0.23 ,0.19 , 0.28,,0.25 ,0.21 , 0.30,,0.26 ,0.21 , 0.31,,0.26 ,0.22 , 0.31,,0.25 ,0.21 , 0.30,,0.24 ,0.21 , 0.29,,0.23 ,0.19 , 0.27,,0.21 ,0.18 , 0.25,,0.19 ,0.16 , 0.23,,0.16 ,0.13 , 0.19,,0.13 ,0.11 , 0.17,,0.10 ,0.09 , 0.13,,0.08 ,0.06 , 0.10,,0.06 ,0.04 , 0.08,,0.04 ,0.03 , 0.06,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.04,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.03,
South Africa,2.96 ,1.23 , 4.62,,5.41 ,2.25 , 8.42,,8.92 ,3.76 , 13.90,,13.19 ,5.70 , 20.73,,17.48 ,7.66 , 27.30,,21.29 ,9.27 , 33.31,,24.08 ,10.46 , 37.73,,26.05 ,11.44 , 41.12,,27.45 ,12.08 , 43.23,,28.01 ,12.17 , 44.10,,27.76 ,12.12 , 43.77,,26.90 ,11.88 , 42.59,,25.56 ,11.28 , 40.54,,23.95 ,10.51 , 37.78,,22.66 ,10.01 , 35.99,,21.58 ,9.56 , 33.88,,20.65 ,9.37 , 32.17,,19.91 ,8.91 , 31.05,,19.03 ,8.57 , 29.62,,18.36 ,8.26 , 28.51,,17.56 ,7.87 , 27.25,,16.84 ,7.65 , 26.27,,15.99 ,7.28 , 24.83,,14.76 ,6.89 , 23.01,,13.92 ,6.34 , 21.80,,12.93 ,5.83 , 20.21,,12.19 ,5.61 , 19.02,,11.45 ,5.39 , 17.92,,10.42 ,4.74 , 16.42,,9.66 ,4.45 , 15.11,,8.97 ,4.08 , 14.17,
South Sudan,1.45 ,0.57 , 2.61,,1.63 ,0.71 , 2.89,,1.87 ,0.84 , 3.11,,2.02 ,0.89 , 3.20,,2.14 ,1.02 , 3.45,,2.39 ,1.17 , 3.97,,2.42 ,1.28 , 4.02,,2.42 ,1.33 , 4.04,,2.44 ,1.34 , 4.00,,2.47 ,1.34 , 3.94,,2.33 ,1.26 , 3.59,,2.23 ,1.19 , 3.31,,2.21 ,1.12 , 3.15,,2.11 ,1.09 , 3.01,,2.03 ,1.02 , 2.85,,1.97 ,0.98 , 2.81,,1.91 ,0.96 , 2.72,,1.90 ,0.96 , 2.69,,1.90 ,0.98 , 2.72,,1.93 ,0.97 , 2.76,,1.89 ,0.91 , 2.67,,1.89 ,0.92 , 2.71,,1.90 ,0.90 , 2.67,,1.90 ,0.92 , 2.71,,1.90 ,0.91 , 2.72,,1.90 ,0.92 , 2.75,,1.88 ,0.94 , 2.74,,1.91 ,0.98 , 2.81,,1.92 ,0.96 , 2.89,,1.90 ,0.95 , 2.89,,1.89 ,0.96 , 2.98,
Spain,0.59 ,0.49 , 0.70,"Children estimates were not available at the time of publication.",0.53 ,0.42 , 0.62,"Children estimates were not available at the time of publication.",0.44 ,0.35 , 0.51,"Children estimates were not available at the time of publication.",0.37 ,0.29 , 0.43,"Children estimates were not available at the time of publication.",0.30 ,0.24 , 0.37,"Children estimates were not available at the time of publication.",0.26 ,0.20 , 0.31,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.26,"Children estimates were not available at the time of publication.",0.19 ,0.15 , 0.23,"Children estimates were not available at the time of publication.",0.17 ,0.13 , 0.20,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.18,"Children estimates were not available at the time of publication.",0.14 ,0.11 , 0.17,"Children estimates were not available at the time of publication.",0.13 ,0.10 , 0.16,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.15,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.15,"Children estimates were not available at the time of publication.",0.12 ,0.09 , 0.15,"Children estimates were not available at the time of publication.",0.12 ,0.09 , 0.15,"Children estimates were not available at the time of publication.",0.13 ,0.10 , 0.16,"Children estimates were not available at the time of publication.",0.13 ,0.10 , 0.17,"Children estimates were not available at the time of publication.",0.14 ,0.11 , 0.18,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.19,"Children estimates were not available at the time of publication.",0.16 ,0.13 , 0.20,"Children estimates were not available at the time of publication.",0.17 ,0.13 , 0.21,"Children estimates were not available at the time of publication.",0.18 ,0.14 , 0.22,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.23,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.24,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.24,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.24,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.24,"Children estimates were not available at the time of publication.",0.19 ,0.13 , 0.25,"Children estimates were not available at the time of publication.",0.18 ,0.13 , 0.25,"Children estimates were not available at the time of publication.",0.17 ,0.12 , 0.26,"Children estimates were not available at the time of publication."
Sri Lanka,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,
Sudan,0.04 ,<0.01 , 0.19,,0.05 ,<0.01 , 0.23,,0.07 ,<0.01 , 0.25,,0.12 ,0.02 , 0.36,,0.19 ,0.04 , 0.45,,0.22 ,0.06 , 0.49,,0.24 ,0.07 , 0.50,,0.24 ,0.09 , 0.46,,0.23 ,0.10 , 0.42,,0.23 ,0.11 , 0.38,,0.22 ,0.11 , 0.36,,0.21 ,0.11 , 0.36,,0.21 ,0.11 , 0.33,,0.19 ,0.10 , 0.29,,0.14 ,0.07 , 0.21,,0.13 ,0.07 , 0.20,,0.14 ,0.07 , 0.21,,0.15 ,0.08 , 0.21,,0.15 ,0.08 , 0.21,,0.13 ,0.07 , 0.19,,0.12 ,0.06 , 0.17,,0.12 ,0.06 , 0.16,,0.12 ,0.06 , 0.16,,0.12 ,0.06 , 0.16,,0.11 ,0.06 , 0.16,,0.11 ,0.05 , 0.15,,0.11 ,0.05 , 0.15,,0.11 ,0.05 , 0.15,,0.10 ,0.05 , 0.15,,0.10 ,0.05 , 0.15,,0.10 ,0.05 , 0.14,
Suriname,0.25 ,0.13 , 0.60,,0.30 ,0.16 , 0.64,,0.36 ,0.21 , 0.72,,0.42 ,0.26 , 0.75,,0.49 ,0.32 , 0.81,,0.55 ,0.38 , 0.82,,0.61 ,0.43 , 0.85,,0.64 ,0.49 , 0.89,,0.67 ,0.51 , 0.89,,0.69 ,0.53 , 0.89,,0.71 ,0.56 , 0.92,,0.69 ,0.54 , 0.87,,0.68 ,0.53 , 0.86,,0.64 ,0.49 , 0.79,,0.58 ,0.44 , 0.74,,0.55 ,0.41 , 0.71,,0.52 ,0.39 , 0.69,,0.48 ,0.35 , 0.64,,0.44 ,0.32 , 0.60,,0.44 ,0.31 , 0.60,,0.43 ,0.30 , 0.59,,0.40 ,0.27 , 0.56,,0.37 ,0.24 , 0.54,,0.33 ,0.21 , 0.49,,0.31 ,0.19 , 0.46,,0.30 ,0.17 , 0.45,,0.28 ,0.16 , 0.45,,0.26 ,0.15 , 0.42,,0.25 ,0.14 , 0.41,,0.24 ,0.13 , 0.39,,0.24 ,0.13 , 0.38,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,0.12 ,0.09 , 0.15,"Children estimates were not available at the time of publication.",0.10 ,0.07 , 0.13,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.10,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.02 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Tajikistan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.03,,0.04 ,0.02 , 0.05,,0.06 ,0.05 , 0.08,,0.10 ,0.07 , 0.12,,0.13 ,0.10 , 0.16,,0.17 ,0.14 , 0.19,,0.19 ,0.17 , 0.22,,0.21 ,0.18 , 0.24,,0.21 ,0.19 , 0.25,,0.21 ,0.18 , 0.24,,0.20 ,0.17 , 0.23,,0.18 ,0.16 , 0.21,,0.16 ,0.14 , 0.20,,0.15 ,0.12 , 0.18,,0.13 ,0.10 , 0.16,,0.11 ,0.09 , 0.15,,0.10 ,0.07 , 0.13,,0.09 ,0.06 , 0.12,
Thailand,6.84 ,4.89 , 8.58,,7.44 ,5.38 , 9.29,,7.00 ,5.32 , 8.72,,5.45 ,4.25 , 6.61,,4.31 ,3.39 , 5.22,,3.43 ,2.71 , 4.07,,2.79 ,2.24 , 3.29,,2.31 ,1.83 , 2.72,,2.03 ,1.61 , 2.38,,1.84 ,1.46 , 2.17,,1.66 ,1.31 , 1.95,,1.49 ,1.19 , 1.76,,1.34 ,1.07 , 1.59,,1.22 ,0.97 , 1.44,,1.10 ,0.85 , 1.29,,1.01 ,0.77 , 1.18,,0.91 ,0.68 , 1.07,,0.84 ,0.63 , 0.99,,0.78 ,0.57 , 0.92,,0.75 ,0.54 , 0.89,,0.72 ,0.51 , 0.86,,0.70 ,0.49 , 0.83,,0.67 ,0.47 , 0.82,,0.63 ,0.44 , 0.77,,0.60 ,0.41 , 0.73,,0.56 ,0.38 , 0.69,,0.50 ,0.34 , 0.62,,0.46 ,0.31 , 0.57,,0.42 ,0.28 , 0.52,,0.38 ,0.26 , 0.48,,0.35 ,0.24 , 0.45,
Timor-Leste,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.05,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.06,,0.03 ,0.02 , 0.06,,0.04 ,0.03 , 0.07,,0.04 ,0.03 , 0.07,,0.05 ,0.03 , 0.07,,0.05 ,0.04 , 0.08,,0.05 ,0.04 , 0.08,,0.06 ,0.04 , 0.08,,0.06 ,0.04 , 0.08,,0.06 ,0.05 , 0.08,,0.07 ,0.05 , 0.09,,0.07 ,0.05 , 0.09,,0.07 ,0.05 , 0.09,,0.08 ,0.05 , 0.10,,0.08 ,0.05 , 0.11,,0.08 ,0.05 , 0.12,,0.08 ,0.04 , 0.12,,0.08 ,0.04 , 0.13,,0.08 ,0.03 , 0.13,
