Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Serbia,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication."
Sierra Leone,0.64 ,0.25 , 1.43,,0.71 ,0.30 , 1.58,,0.75 ,0.35 , 1.65,,0.80 ,0.40 , 1.79,,0.82 ,0.42 , 1.77,,0.83 ,0.43 , 1.79,,0.82 ,0.42 , 1.75,,0.81 ,0.42 , 1.78,,0.80 ,0.42 , 1.69,,0.78 ,0.40 , 1.66,,0.74 ,0.39 , 1.62,,0.71 ,0.37 , 1.52,,0.69 ,0.36 , 1.43,,0.66 ,0.35 , 1.34,,0.64 ,0.34 , 1.29,,0.62 ,0.32 , 1.25,,0.59 ,0.31 , 1.18,,0.58 ,0.31 , 1.10,,0.58 ,0.30 , 1.14,,0.56 ,0.29 , 1.09,,0.53 ,0.28 , 1.03,,0.51 ,0.26 , 1.02,,0.49 ,0.24 , 0.97,,0.48 ,0.24 , 0.95,,0.47 ,0.23 , 0.94,,0.46 ,0.23 , 0.90,,0.45 ,0.21 , 0.89,,0.42 ,0.20 , 0.83,,0.38 ,0.18 , 0.76,,0.35 ,0.16 , 0.73,,0.32 ,0.14 , 0.69,
Singapore,0.01 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Slovakia,...,,,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Somalia,0.03 ,0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.05 ,0.02 , 0.08,,0.05 ,0.02 , 0.10,,0.06 ,0.02 , 0.12,,0.07 ,0.03 , 0.14,,0.08 ,0.03 , 0.16,,0.09 ,0.04 , 0.17,,0.10 ,0.04 , 0.18,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.20,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.09 ,0.04 , 0.18,,0.09 ,0.03 , 0.17,,0.08 ,0.03 , 0.15,,0.06 ,0.02 , 0.13,,0.05 ,0.02 , 0.11,,0.04 ,0.02 , 0.09,,0.03 ,0.01 , 0.06,,0.02 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.04,,0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,
South Africa,0.32 ,0.10 , 0.88,,0.51 ,0.16 , 1.41,,0.72 ,0.23 , 1.99,,0.93 ,0.29 , 2.51,,1.12 ,0.35 , 2.84,,1.29 ,0.40 , 3.23,,1.49 ,0.47 , 3.65,,1.72 ,0.55 , 4.36,,1.96 ,0.63 , 4.68,,2.19 ,0.72 , 5.21,,2.38 ,0.79 , 5.67,,2.56 ,0.86 , 5.96,,2.71 ,0.91 , 6.30,,2.83 ,0.98 , 6.42,,2.96 ,1.03 , 6.74,,3.03 ,1.05 , 7.00,,3.06 ,1.05 , 6.92,,3.08 ,1.07 , 6.98,,3.07 ,1.07 , 6.97,,3.11 ,1.10 , 6.75,,3.15 ,1.11 , 6.95,,3.16 ,1.14 , 6.84,,3.09 ,1.12 , 6.69,,2.96 ,1.09 , 6.17,,2.85 ,1.08 , 5.86,,2.81 ,1.08 , 5.67,,2.82 ,1.12 , 5.59,,2.77 ,1.13 , 5.37,,2.70 ,1.14 , 5.17,,2.64 ,1.17 , 4.82,,2.53 ,1.16 , 4.55,
South Sudan,0.62 ,0.20 , 1.56,,0.70 ,0.24 , 1.65,,0.80 ,0.30 , 1.76,,0.86 ,0.33 , 1.96,,0.90 ,0.35 , 2.08,,1.00 ,0.40 , 2.32,,1.02 ,0.40 , 2.29,,1.01 ,0.41 , 2.29,,1.02 ,0.42 , 2.33,,1.03 ,0.43 , 2.33,,0.96 ,0.41 , 2.16,,0.91 ,0.40 , 2.04,,0.90 ,0.40 , 2.00,,0.86 ,0.39 , 1.91,,0.83 ,0.38 , 1.84,,0.80 ,0.36 , 1.78,,0.78 ,0.36 , 1.71,,0.77 ,0.36 , 1.69,,0.77 ,0.37 , 1.71,,0.78 ,0.38 , 1.68,,0.77 ,0.38 , 1.63,,0.76 ,0.38 , 1.63,,0.76 ,0.38 , 1.63,,0.76 ,0.38 , 1.65,,0.76 ,0.37 , 1.63,,0.76 ,0.37 , 1.61,,0.75 ,0.36 , 1.63,,0.76 ,0.37 , 1.70,,0.76 ,0.36 , 1.67,,0.75 ,0.34 , 1.65,,0.74 ,0.34 , 1.66,
Spain,0.06 ,0.01 , 0.11,"Children estimates were not available at the time of publication.",0.05 ,<0.01 , 0.09,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.07,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.06,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.03,"Children estimates were not available at the time of publication."
Sri Lanka,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Sudan,0.01 ,<0.01 , 0.08,,0.02 ,<0.01 , 0.11,,0.03 ,<0.01 , 0.12,,0.05 ,<0.01 , 0.17,,0.07 ,0.01 , 0.25,,0.09 ,0.02 , 0.30,,0.09 ,0.02 , 0.30,,0.09 ,0.03 , 0.29,,0.09 ,0.03 , 0.28,,0.09 ,0.03 , 0.25,,0.08 ,0.03 , 0.21,,0.08 ,0.03 , 0.23,,0.08 ,0.03 , 0.23,,0.07 ,0.02 , 0.19,,0.05 ,0.02 , 0.15,,0.05 ,0.02 , 0.14,,0.05 ,0.02 , 0.15,,0.06 ,0.02 , 0.15,,0.06 ,0.02 , 0.15,,0.05 ,0.02 , 0.13,,0.05 ,0.02 , 0.12,,0.05 ,0.02 , 0.13,,0.05 ,0.02 , 0.13,,0.04 ,0.02 , 0.12,,0.04 ,0.02 , 0.12,,0.04 ,0.02 , 0.12,,0.04 ,0.02 , 0.12,,0.04 ,0.02 , 0.11,,0.04 ,0.02 , 0.12,,0.04 ,0.02 , 0.11,,0.04 ,0.02 , 0.12,
Suriname,0.09 ,0.04 , 0.28,,0.10 ,0.03 , 0.28,,0.14 ,0.03 , 0.31,,0.15 ,0.05 , 0.32,,0.18 ,0.05 , 0.36,,0.20 ,0.07 , 0.38,,0.21 ,0.06 , 0.40,,0.22 ,0.06 , 0.42,,0.24 ,0.06 , 0.44,,0.25 ,0.08 , 0.49,,0.25 ,0.08 , 0.50,,0.25 ,0.08 , 0.49,,0.24 ,0.08 , 0.49,,0.24 ,0.07 , 0.45,,0.22 ,0.07 , 0.43,,0.22 ,0.07 , 0.42,,0.21 ,0.08 , 0.41,,0.19 ,0.08 , 0.41,,0.18 ,0.08 , 0.40,,0.19 ,0.08 , 0.41,,0.20 ,0.07 , 0.42,,0.19 ,0.07 , 0.40,,0.17 ,0.07 , 0.38,,0.15 ,0.06 , 0.36,,0.15 ,0.05 , 0.33,,0.14 ,0.05 , 0.33,,0.12 ,0.05 , 0.32,,0.12 ,0.05 , 0.31,,0.11 ,0.04 , 0.29,,0.10 ,0.03 , 0.27,,0.10 ,0.03 , 0.26,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,0.04 ,0.01 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Tajikistan,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,0.02 , 0.04,,0.04 ,0.02 , 0.06,,0.05 ,0.04 , 0.08,,0.07 ,0.05 , 0.09,,0.08 ,0.05 , 0.10,,0.09 ,0.05 , 0.11,,0.09 ,0.05 , 0.11,,0.09 ,0.05 , 0.11,,0.08 ,0.05 , 0.11,,0.08 ,0.04 , 0.10,,0.07 ,0.04 , 0.09,,0.06 ,0.03 , 0.08,,0.05 ,0.03 , 0.08,,0.05 ,0.03 , 0.07,,0.04 ,0.02 , 0.07,,0.03 ,0.02 , 0.06,
Thailand,0.07 ,0.01 , 0.10,,0.07 ,0.01 , 0.11,,0.07 ,0.02 , 0.11,,0.05 ,0.01 , 0.08,,0.04 ,0.01 , 0.07,,0.04 ,0.01 , 0.06,,0.03 ,0.01 , 0.05,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Timor-Leste,<0.01,,,,<0.01,,,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.04,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.06,,0.03 ,<0.01 , 0.06,,0.03 ,<0.01 , 0.07,,0.04 ,0.01 , 0.07,,0.04 ,0.01 , 0.07,,0.03 ,0.01 , 0.08,,0.04 ,0.01 , 0.08,,0.04 ,0.01 , 0.08,,0.04 ,0.01 , 0.09,,0.04 ,0.01 , 0.09,,0.04 ,0.01 , 0.09,
